job_number,job_type,job_description,bldg_type,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_outlier,x_geomsource,x_reason,latitude,longitude,geom,row_number
320956827,Alteration,JOB FILED TO CONVERT A THREE DWELING UNIT RESIDENTIAL BUILDING TO SIX DWELLING UNIT RESIDENTIAL BUILDING. GET NEW C OF O.,OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,3,4,2720,4995,3,6,3,0,,,,,,Withdrawn,06/03/2015 12:00:00 AM,04/06/2015,04/07/2015,,,,,167,DEVOE STREET,167 DEVOE STREET,3068912,3027650038,Brooklyn,167,DEVOE STREET,167 DEVOE STREET,3068912,3027657501,3,301,BK90,497,14,34,,,false,,BBL geosupport,,40.7140622242838,-73.943752301726,0101000020E610000006DC0D70667C52C0CE4D1664665B4440,2
120473601,Alteration,"REMOVE AND INSTALL PARTITIONS AND FINISHES, MECHANICAL AND PLUMBING WORK. CHANGE BASEMENT FROM ONE HALF APARTMENT TO ONE APARTMENT AND 1ST FLOOR FROM 1 APARTMENT AND ONE HALF APARTMENT TO 2 APARTMENTS.",OTHERS,Residential,Residential: Multi-Family,Residential,5,5,5100,5100,8,9,1,1,0,2011-09-07,2011-09-07,C- CO,9,Complete,09/07/2011 12:00:00 AM,09/16/2010,09/16/2010,11/10/2010,2010-12-17,03/04/2011,09/07/2011,167,EAST 107 STREET,167 EAST 107 STREET,1052077,1016350028,Manhattan,167,EAST 107 STREET,167 EAST 107 STREET,1052077,1016350028,1,111,MN33,172,04,08,,,false,,BBL geosupport,,40.7928073952531,-73.9449191822471,0101000020E610000051474E8E797C52C0D15175B67A654440,2
321245951,Alteration,"PROPOSED VERTICAL & HORIZONTAL EXTENSION, ADDITION OF FOURTH FLOOR TO AN EXISTING 3-STORY BUILDING; CONVERSION OF 3 DWELLING UNITS TO 7 DWELLING UNITS.",OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,3,4,2513,4619,3,7,4,0,,,,,,Withdrawn,03/14/2016 12:00:00 AM,02/23/2016,02/23/2016,,,,,167,TAAFFE PLACE,167 TAAFFE PLACE,3322393,3019110009,Brooklyn,167,TAAFFE PLACE,167 TAAFFE PLACE,3322393,3019110009,3,303,BK69,235,14,33,,,false,,BBL geosupport,,40.6934693886839,-73.9597903768905,0101000020E6100000A9F09D346D7D52C04E96DC9AC3584440,2
420907175,New Building,"NEW VERTICAL AND HORIZONTAL EXTENSION ON EXISTING 2 STORY BUILDING. NEW PLUMBING WORK, STRUCTURAL WORK, FOUNDATION, INTERIOR RENOVATION ON EXISTING 2 STORY BUILDING, NEW PARKING IN CELLAR FL.",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,22483,0,29,29,0,,,,,,In progress (last plan disapproved),09/25/2015 12:00:00 AM,10/18/2013,10/18/2013,,,,,168-30,89 AVE,168-30 89 AVE,4209691,4098010051,Queens,168-30,89 AVENUE,168-30 89 AVENUE,4209691,4098010051,4,412,QN61,460,29,27,,,false,,BBL geosupport,,40.7087847167656,-73.7927605519422,0101000020E6100000A609C196BC7252C0D7342575B95A4440,2
320449323,New Building,FILED TO RESOLVE ENERGY CODE AUDIT OBJECTIONS ONLY,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,4,0,14200,0,3,3,0,,,,,,In progress,11/09/2012 12:00:00 AM,07/02/2012,07/02/2012,11/09/2012,,,,16,BARTLETT STREET,16 BARTLETT STREET,3422361,3022720003,Brooklyn,16,BARTLETT STREET,16 BARTLETT STREET,3422361,3022720003,3,301,BK75,507,14,33,,,true,,BBL geosupport,,40.7004919364187,-73.9471215552596,0101000020E61000004F4BBAA39D7C52C0D20343B8A9594440,2
520135666,New Building,"FILING APPLICATION FOR CONSTRUCTION OF NEW 2-STORY, 1 FAMILY DWELLING.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3850,0,1,1,0,,,,,,In progress,09/18/2017 12:00:00 AM,04/12/2017,04/15/2017,09/18/2017,,,,16,BELVEDERE COURT,16 BELVEDERE COURT,5151849,5077750200,Staten Island,16,BELVEDERE COURT,16 BELVEDERE COURT,5151849,5077750200,5,503,SI11,24402,31,51,,,false,,BBL geosupport,,40.504609989621,-74.2320162734771,0101000020E610000054AEC85AD98E52C02154650F97404440,2
420657774,New Building,BUILD IT BACK APP-025219. RECONSTRUCTION OF DETACHED TWO FAMILY HOME,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2069,0,2,2,0,,,,,,In progress,01/13/2017 12:00:00 AM,08/05/2016,08/05/2016,01/13/2017,,,,16,EAST 6 ROAD,16 EAST 6 ROAD,4311004,4154510018,Queens,16,EAST 6 ROAD,16 EAST 6 ROAD,4311004,4154510018,4,414,QN10,107201,27,32,,,false,,BBL geosupport,,40.609143632054,-73.8183469112221,0101000020E6100000CE1EB9CB5F7452C0881E256BF84D4440,2
520104360,New Building,ONE FAMILY DWELLING WITH TWO OFF-STREET PARKING SPACES,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2835,0,1,1,0,,,,,,In progress (last plan disapproved),06/28/2012 12:00:00 AM,06/27/2012,06/27/2012,,,,,16,PAVILION HILL TERRACE,16 PAVILION HILL TERRACE,5158851,5005690316,Staten Island,,,,,,,,,,,,,,true,,Lat/Long DCP,,40.635705,-74.079209,0101000020E61000002123A0C2118552C0AC730CC85E514440,2
220176235,Alteration,AMEND C OF O TO INCLUDE OPEN PARKING LOT AS PER PREVIOUSLY APPROVED PLANS AND OBTAIN FINAL C OF O.,OTHERS,Residential,Residential: Multi-Family,Residential,13,13,182352,182352,151,154,3,3,0,2018-04-18,2018-04-18,C- CO,154,Complete,04/18/2018 12:00:00 AM,03/28/2012,03/28/2012,07/26/2012,2012-10-03,01/14/2013,04/18/2018,1700,GRAND CONCOURSE,1700 GRAND CONCOURSE,2007862,2028230046,Bronx,1700,GRAND CONCOURSE,1700 GRAND CONCOURSE,2007862,2028230046,2,204,BX41,22703,09,15,,,false,,BBL geosupport,,40.8445598644506,-73.9107023875974,0101000020E6100000AAC7AAF2487A52C02DAAA2891A6C4440,2
420651137,New Building,NEW 6 STORY BUILDING FOR 12 DWELLING UNITS.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,6,0,10500,0,12,12,0,,,,,,Withdrawn,10/23/2014 12:00:00 AM,02/25/2014,03/05/2014,,,,,170-19,89 AVENUE,170-19 89 AVENUE,4210175,4098240063,Queens,170-19,89 AVENUE,170-19 89 AVENUE,4210175,4098240063,4,412,QN61,462,29,27,,,false,,BBL geosupport,,40.7100095424866,-73.7905227956707,0101000020E61000007989ECEC977252C0F669BA97E15A4440,2
220151387,New Building,NEW 7-STORIES 24-DWELLING UNITS APARTMENT BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,7,0,17193,0,22,22,0,,,,,,Withdrawn,09/26/2014 12:00:00 AM,09/09/2014,09/23/2014,,,,,1701,PARKVIEW AVENUE,1701 PARKVIEW AVENUE,2046306,2041770028,Bronx,1701,PARKVIEW AVENUE,1701 PARKVIEW AVENUE,2046306,2041770028,2,210,BX10,26602,08,13,,,false,,BBL geosupport,,40.84671496017,-73.8280312720206,0101000020E61000003059E076FE7452C0687BE327616C4440,2
421380231,Alteration,JOB FILED TO CONVERT ONE FAMILY  DWELLING TO A TWO FAMILY DWELLING AND CREATE A NEW SECOND FLOOR ABOVE THE EXISTING  SINGLE STORY BUILDING,1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,1,2,1800,3592,1,2,1,0,,,,,,In progress (last plan disapproved),01/31/2018 12:00:00 AM,09/29/2016,09/29/2016,,,,,170-34,GRAND CENTRAL PKWY,170-34 GRAND CENTRAL PKWY,4211123,4098760041,Queens,,GRAND CENTRAL PARKWAY SR SOUTH,,4211123,4098760041,4,408,QN35,456,29,24,,,false,,BBL geosupport,,40.7179946067007,-73.7942917112249,0101000020E61000007BCCE6ACD57252C0F33D4D3FE75B4440,2
321699989,New Building,.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,8,0,23928,0,35,35,0,,,,,,Permit issued,01/07/2019 12:00:00 AM,12/19/2017,12/29/2017,03/23/2018,2018-10-30,,,1705,EAST 17 STREET,1705 EAST 17 STREET,3253769,3068000001,Brooklyn,1701,EAST 17 STREET,1701 EAST 17 STREET,3253769,3068000001,3,315,BK44,552,22,48,,,false,,BBL geosupport,,40.6082449200575,-73.9560687088696,0101000020E6100000BA54CF3A307D52C075CD33F8DA4D4440,2
520275005,New Building,"PLANS/ APPLICATIONS FOR A 1 FAM. RES. APPROVALS AS FOLLOWS: BPP# 520207892. SCR# 474/14.  CPC #N120202ZAR, N130024ZCR. FDNY 8/28/2009.  WATER MAIN #520227255. RESTRICTIVE DEC. EASEMENT LANDOC#178100. BSA #140-10-BZ/142-10-BZ/144-10-BZ/146-10-BZ CEQR #11-BSA-010R.  EXHIBITS I AND III LANDOC#  BUILD. SHALL BE FULLY SPRINKLERED.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1,0,1,1,0,,,,,,Permit issued,10/30/2018 12:00:00 AM,03/31/2017,03/31/2017,12/08/2017,2017-12-08,06/07/2018,,170,EDINBORO ROAD,170 EDINBORO ROAD,5863456,5022670050,Staten Island,170,EDINBORO ROAD,170 EDINBORO ROAD,5000000,5022670050,5,502,SI24,279,31,50,,,false,,BBL geosupport,,40.5778877308232,-74.1333687273,0101000020E61000000084FC1C898852C09C52A439F8494440,2
320421254,New Building,THIS APPLICATION IS FILED FOR 3 FAMILY RESIDENCE.,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,4,0,3991,0,3,3,0,,,,,,Withdrawn,01/26/2012 12:00:00 AM,01/13/2012,01/13/2012,,,,,170,PUTNAM AVE,170 PUTNAM AVE,3414330,3019960023,Brooklyn,170,PUTNAM AVENUE,170 PUTNAM AVENUE,3414330,3019967501,3,303,BK69,227,13,36,,,true,,BBL geosupport,,40.6832774035735,-73.9545478774222,0101000020E6100000A7FFFA4F177D52C0D7384BA275574440,2
320592300,Alteration,PROPOSED ALTERATION AND ADDITION TO ONE (1) STORY BUILDING - MIXED USE WITH NEW FOUR (4) STORY FOR RESIDENTIAL USE.,OTHERS,Commercial,Residential: Multi-Family,Residential,1,5,5085,16183,0,7,7,0,,,,,,Withdrawn,11/06/2013 12:00:00 AM,11/06/2013,,,,,,170,SOUTH 1ST STREET,170 SOUTH 1ST STREET,3062964,3024060019,Brooklyn,166,SOUTH 1 STREET,166 SOUTH 1 STREET,3062964,3024067503,3,301,BK73,551,14,34,,true,true,,BBL geosupport,,40.7133372927871,-73.96068527475,0101000020E6100000353317DE7B7D52C0D7C4EBA24E5B4440,2
321445254,Alteration,HORIZONTAL AND VERTICAL EXTENSION OF AN EXISTING BUILDING. OBTAIN A NEW C OF O FOR 8 RESIDENTIAL DWELLING UNITS.,OTHERS,Residential,Residential: Multi-Family,Residential,4,5,1671,9636,2,8,6,0,,,,,,Withdrawn,09/28/2016 12:00:00 AM,09/08/2016,09/08/2016,,,,,1711,WEST 11TH STREET,1711 WEST 11TH STREET,3176581,3066460088,Brooklyn,1711,WEST 11 STREET,1711 WEST 11 STREET,3176581,3066460088,3,311,BK29,428,21,47,,,false,,BBL geosupport,,40.6050807953656,-73.9836455338591,0101000020E610000002B2650CF47E52C03BC49949734D4440,2
420988676,Alteration,REMOVAL OF ROOFING FROM EXISTING SINGLE STORY DWELLING. CONSTRUCTION OF SINGLE DWELLING ABOVE EXISTING DWELLING MATCHING PERIMETER WALLS OF EXISTING. PROVIDE INTERIOR ALTERATIONS TO EXISTING DWELLING. TO OBTAIN NEW C OF O.,1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,1,2,1125,1852,1,2,1,0,,,,,,In progress (last plan disapproved),08/05/2014 12:00:00 AM,07/03/2014,07/09/2014,,,,,171-20,119 AVENUE,171-20 119 AVENUE,4268212,4123730111,Queens,171-20,119 AVENUE,171-20 119 AVENUE,4268212,4123730111,4,412,QN08,282,28,27,,,false,,BBL geosupport,,40.6845974541849,-73.7742098613147,0101000020E610000095A584A78C7152C01053AEE3A0574440,2
320346684,New Building,PROPOSED NEW ONE (1) FAMILY DWELLING.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3120,0,1,1,1,0,2015-08-17,2015-08-17,C- CO,1,Complete,08/17/2015 12:00:00 AM,08/16/2011,08/16/2011,12/23/2011,2012-01-23,07/17/2012,08/17/2015,1720,SHORE BOULEVARD,1720 SHORE BOULEVARD,3246852,3087580097,Brooklyn,1720,SHORE BOULEVARD,1720 SHORE BOULEVARD,3246852,3087580097,3,315,BK17,616,22,48,,,false,,BBL geosupport,,40.5806002474717,-73.9372984959779,0101000020E61000002AB4D4B2FC7B52C06478E11B514A4440,2
420337674,New Building,THIS APPLICATION IS FILED FOR PROPOSED STORE AND TWO FAMILY NEW BUILDING.,OTHERS,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,4557,0,2,2,0,,,,,,In progress (last plan disapproved),04/11/2011 12:00:00 AM,03/28/2011,03/28/2011,,,,,172-18,JAMAICA AVENUE,172-18 JAMAICA AVENUE,4539518,4102130007,Queens,172-18,JAMAICA AVENUE,172-18 JAMAICA AVENUE,4539518,4102130007,4,412,QN61,444,29,27,,,true,,BBL geosupport,,40.7074444032903,-73.787296177096,0101000020E61000002639810F637252C05FEFC7898D5A4440,2
121185323,Alteration,APPLICATION FILED FOR A FOUR STORY VERTICAL ADDITION OF TWO FAMILY DWELLING TO EXISTING TWO STORY COMMERCIAL STRUCTURE. ADDING A RESIDENTIAL EGRESS EXIT IN FRONT OF BUILDING. ALL ACCORDING TO PLANS.,OTHERS,Commercial,Residential: 1 & 2 Family,Residential,2,6,6456,9425,0,2,2,0,,,,,,Permit issued,12/10/2015 12:00:00 AM,04/04/2014,04/07/2014,12/02/2015,2014-08-13,,,172,DUANE STREET,172 DUANE STREET,1001528,1001410028,Manhattan,172,DUANE STREET,172 DUANE STREET,1001528,1001410028,1,101,MN24,39,02,01,,true,false,,BBL geosupport,,40.7169044067151,-74.0097327042924,0101000020E6100000CEA8EB759F8052C094990A86C35B4440,2
420232037,Alteration,CONVERT EXISTING TWO STORY ONE FAMILY DWELLING INTO TWO FAMILY DWELLING. CONSTRUCT TWO STORY REAR ADDITION. INSTALL NEW KITCHENS AND BATHROOMS.,1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,1399,1636,1,2,1,0,,,,,,Permit issued,09/21/2011 12:00:00 AM,07/27/2010,07/27/2010,11/12/2010,2011-05-10,07/11/2011,,173-09,91 AVENUE,173-09 91 AVENUE,4209895,4098100013,Queens,173-09,91 AVENUE,173-09 91 AVENUE,4209895,4098100013,4,412,QN61,462,29,27,,,true,,BBL geosupport,,40.7092550458032,-73.7870028037961,0101000020E6100000880A02415E7252C0BB1F8DDEC85A4440,2
421176364,Alteration,"THE SCOPE OF WORK INCLUDES INTERIOR DEMOLITION, GENERAL CONST, MECHANICAL AND PLUMBING WORK. TO RENOVATE THE FIRST FLOOR TO ADD A NEW APARTMENT WITH A DUPLE X DOWN TO THE EXISTING CELLAR, THE RENOVATION OF THE SECOND FLOOR, AND TH EEXP ANSION OF THE 3RD FLOOR APARTMENTS INTO AN ADDITION ON THE NEW 4TH FLOOR.",OTHERS,Residential,Residential: Multi-Family,Residential,3,4,4698,5192,6,7,1,0,,,,,,Withdrawn,06/29/2016 12:00:00 AM,07/02/2015,07/02/2015,,,,,17-31,LINDEN STREET,17-31 LINDEN STREET,4082224,4034410040,Queens,1731,LINDEN STREET,1731 LINDEN STREET,4082224,4034410040,4,405,QN20,547,24,34,,,false,,BBL geosupport,,40.7033357461073,-73.9098892677805,0101000020E6100000510632A03B7A52C0C3D1DDE7065A4440,2
421319898,Alteration,"ENLARGEMENT ON FIRST FLOOR ABD BASEMENT, CONVERT ONE FAMILY TO BE A TWO FAMILIES DWELLING, RELATED WORK & PLUMBING WORK UNDER APPLICATION#421316356, APPLY NEW C OF O",1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,1562,1756,1,2,1,0,,,,,,Permit issued,07/01/2016 12:00:00 AM,05/13/2016,05/13/2016,06/28/2016,2016-07-01,07/01/2016,,173-21,GRAND CENTRAL PARKWAY,173-21 GRAND CENTRAL PARKWAY,4152714,4070570036,Queens,,GRAND CENTRAL PARKWAY SR NORTH,,4152714,4070570036,4,408,QN38,1267,29,24,,,false,,BBL geosupport,,40.7199120102258,-73.7918900156547,0101000020E610000006D17553AE7252C06DF5A513265C4440,2
210178190,New Building,FILING TO CONSTRUCT 8 STORY NEW BUILDING.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,8,0,28276,0,33,33,0,,,,,,In progress (last plan disapproved),10/15/2018 12:00:00 AM,06/08/2018,06/14/2018,,,,,1741,GRAND AVE,1741 GRAND AVE,2831728,2028670086,Bronx,1739,GRAND AVENUE,1739 GRAND AVENUE,2000000,2028670086,2,205,BX36,21502,10,14,,,false,,BBL geosupport,,40.8495805424794,-73.9135924192446,0101000020E6100000DFA1564C787A52C031A2220EBF6C4440,2
420662438,New Building,BIB APP-020072. NEW TWO (2) STORY MODULAR DETACHED TWO (2) FAMILY HOME (BY OTH ERS) ON OPEN FOUNDATION WITH HELICAL PILES. CC#Q00039176,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1871,0,2,2,0,,,,,,Permit issued,04/30/2018 12:00:00 AM,09/11/2017,09/11/2017,11/02/2017,2017-11-09,04/30/2018,,174A,BEACH 111 STREET,174A BEACH 111 STREET,4435661,4161830062,Queens,174A,BEACH 111 STREET,174A BEACH 111 STREET,4435661,4161830062,4,414,QN10,938,27,32,,,false,,BBL geosupport,,40.5803671239814,-73.8322064103093,0101000020E610000031F3ACDE427552C035964C78494A4440,2
321706613,Alteration,3 STORY VERTICAL ENLARGEMENT OVER AN EXISTING 1 STORY PORTION & CONVERSION OF PARTIAL 1ST FLOOR & CELLAR COMMERCIAL SPACE TO A 2 FAMILY.,OTHERS,Commercial,Residential: Multi-Family,Residential,2,4,3543,2223,0,2,2,0,,,,,,Withdrawn,01/12/2018 12:00:00 AM,01/04/2018,01/04/2018,,,,,174,CONSELYEA ST,174 CONSELYEA ST,3068754,3027600009,Brooklyn,174,CONSELYEA STREET,174 CONSELYEA STREET,3068754,3027600009,3,301,BK90,497,14,34,,,false,,BBL geosupport,,40.7151044174325,-73.944138708159,0101000020E6100000929BC2C46C7C52C0810CA38A885B4440,2
122925870,Alteration,HEREWITH FILE TO OBTAIN AMEND C/O FOR EATING AND DRINKING PLACE IN BAS./CELLAR FLOOR. NO BULK CHANGE INVOLVED UNDER THIS APPLICATION,OTHERS,Commercial,Eating & Drinking,Other,4,4,8679,8679,7,8,1,0,,,,,,In progress (last plan disapproved),01/09/2017 12:00:00 AM,12/22/2016,12/22/2016,,,,,174,E. 82 ST.,174 E. 82 ST.,1047573,1015100041,Manhattan,174,EAST 82 STREET,174 EAST 82 STREET,1047573,1015100041,1,108,MN40,140,02,05,,,false,,BBL geosupport,,40.7762668544184,-73.9565395335306,0101000020E6100000127697F1377D52C00E5958B65C634440,2
510113100,New Building,"BIB APP-002165. NEW MODULAR CONSTRUCTION DWELLING TO BE BUILT ABOVE FLOOD RESISTANT CONSTRUCTION ELEVATION AS PER APPENDIX G OF NYC  BUILDING CODE. NEW OPEN FOUNDATION, GRADE BEAM AND HELICAL  PILE FOUNDATION SHALL BE INSTALLED. THIS APPLICATION IS FEE  EXEMPT BASED ON LEGISLATION INTRO 389.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1148,0,1,1,0,,,,,,In progress,01/15/2019 12:00:00 AM,11/01/2018,11/01/2018,01/15/2019,,,,175,FATHER CAPODANNO BLVD,175 FATHER CAPODANNO BLVD,5046021,5031220118,Staten Island,175,FATHER CAPODANNO BOULEVARD,175 FATHER CAPODANNO BOULEVARD,5046021,5031220118,5,502,SI14,74,31,50,,,false,,BBL geosupport,,40.5924747189882,-74.0644760693711,0101000020E6100000B3543C60208452C069E12A36D64B4440,2
320422510,New Building,THIS APPLICATION IS FILED FOR NEW 2 STORY BUILDING FOR 2 DWELLING UNITS WITH PLUMBING AND MECHANICAL WORK.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2520,0,2,2,0,,,,,,Permit issued,05/21/2013 12:00:00 AM,04/04/2012,04/04/2012,12/07/2012,2013-02-06,05/21/2013,,1760,E 93 STREET,1760 E 93 STREET,3395318,3083230041,Brooklyn,1760,EAST 93 STREET,1760 EAST 93 STREET,3000000,3083230041,3,318,BK50,1028,18,46,,,true,,BBL geosupport,,40.6303720531964,-73.8903586026496,0101000020E6100000E705A6A2FB7852C037650C08B0504440,2
321514152,New Building,PROPOSED 6 STORY AND CELLAR RESIDENTIAL BUILDING.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,6,0,11980,0,17,17,17,0,2018-04-13,2018-04-13,C- CO,17,Complete,04/13/2018 12:00:00 AM,01/27/2017,01/27/2017,03/30/2017,2017-05-01,08/10/2017,04/13/2018,1764,UNION STREET,1764 UNION STREET,3425320,3014030030,Brooklyn,1764,UNION STREET,1764 UNION STREET,3000000,3014030030,3,309,BK61,349,17,41,,,false,,BBL geosupport,,40.6674877667312,-73.9294104512581,0101000020E6100000B32DF9757B7B52C0954B383D70554440,2
420243980,New Building,TO ERECT NEW TWO STORY AND CELLAR FRAME TWO FAMILY DWELLING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2146,0,2,2,0,,,,,,In progress,11/19/2010 12:00:00 AM,08/16/2010,08/16/2010,11/19/2010,,,,178-19,147TH AVENUE,178-19 147TH AVENUE,4615670,4133540007,Queens,178-19,147 AVENUE,178-19 147 AVENUE,4615670,4133540008,4,413,QN03,320,29,31,,,true,,BBL geosupport,,40.6605155350746,-73.7672375431383,0101000020E6100000B9027F6B1A7152C09DD2E6C58B544440,2
421637303,New Building,NEW TWO STORY AND CELLAR TWO FAMILY BUILDING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2212,0,2,2,0,,,,,,Permit issued,10/23/2018 12:00:00 AM,05/22/2018,05/22/2018,06/29/2018,2018-08-15,10/23/2018,,179-01,135 AVENUE,179-01 135 AVENUE,4617844,4129970146,Queens,179-03,135 AVENUE,179-03 135 AVENUE,4000000,4129970145,4,412,QN08,352,29,27,,,false,,BBL geosupport,,40.6772324586435,-73.7598354778192,0101000020E6100000BCE4FB24A17052C0F3D49E8DAF564440,2
220333921,Alteration,"FILING TO CONVERT A GARAGE SPACE INTO A HABITABLE DWELLING UNIT. WORK INVOLVES MINOR MASONRY WORK,INTERIOR PARTITIONS, INSTALLATION OF PLUMBING FIXTURES. APPLICATION IS FILED HEREWITH TO CONVERT AN EXISTING TWO FAMILY DWELLING TO A THREE FAMILY DWELLING. NEW CERTIFICATION OF OCCUPANCY TO BE OBTAINED.",1-2-3 FAMILY,Garage/Miscellaneous,Garage/Miscellaneous,Residential,2,3,2282,1064,2,3,1,0,,,,,,Withdrawn,09/23/2013 12:00:00 AM,09/09/2013,09/09/2013,,,,,1796,GUION PLACE,1796 GUION PLACE,2028181,2038980040,Bronx,1796,GUION PLACE,1796 GUION PLACE,2028181,2038980040,2,209,BX08,218,12,18,,,true,,BBL geosupport,,40.8359380743099,-73.8674732430364,0101000020E6100000C63F7EAE847752C03152D104006B4440,2
321742263,New Building,NEW 4 STORY RESIDENTIAL BUILDING WITH 2 DWELLING UNITS,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,4,0,3788,0,2,2,0,,,,,,In progress,11/08/2018 12:00:00 AM,04/19/2018,04/19/2018,11/08/2018,,,,179,DEVOE STREET,179 DEVOE STREET,3068907,3027650032,Brooklyn,179,DEVOE STREET,179 DEVOE STREET,3068907,3027650032,3,301,BK90,497,14,34,,,false,,BBL geosupport,,40.7141084865052,-73.9432592379265,0101000020E6100000D4A2FE5B5E7C52C0FFAA29E8675B4440,2
220562656,New Building,PROPOSED ONE FAMILY BUILDING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,3175,0,1,1,0,,,,,,Permit issued,04/03/2018 12:00:00 AM,12/29/2016,12/29/2016,04/11/2017,2017-06-02,09/06/2017,,179,SCHOFIELD STREET,179 SCHOFIELD STREET,2128896,2056420112,Bronx,179,SCHOFIELD STREET,179 SCHOFIELD STREET,2000000,2056420112,2,210,BX10,516,11,13,,,false,,BBL geosupport,,40.8456355909149,-73.784305232669,0101000020E61000004719930E327252C017A87BC93D6C4440,2
520308284,New Building,CONSTRUCT A NEW ONE FAMILY RESIDENCE. ON/OFF SITE FILL REQUIRED,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,126677,0,1,1,0,,,,,,Permit issued,03/06/2018 12:00:00 AM,07/31/2017,08/01/2017,09/06/2017,2017-09-20,,,17,BELVEDERE COURT,17 BELVEDERE COURT,5168936,5077750190,Staten Island,,BELVEDERE COURT,,,,,503,SI11,24402,31,51,,,false,,BBL DOB,,40.5046752864675,-74.2315905515883,0101000020E61000009A482D61D28E52C0173D253399404440,2
321080030,New Building,PROPOSED NEW ONE FAMILY DWELLING.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2100,0,1,1,0,,,,,,Permit issued,03/30/2018 12:00:00 AM,02/05/2015,02/05/2015,08/19/2015,2016-01-22,10/25/2016,,17,HASTINGS STREET,17 HASTINGS STREET,3425636,3087470157,Brooklyn,17,HASTINGS STREET,17 HASTINGS STREET,3425636,3087470157,3,315,BK17,612,22,48,,,false,,BBL geosupport,,40.5806256866727,-73.9447073132635,0101000020E610000093B0A915767C52C00EBD47F1514A4440,2
520194138,New Building,TWO FAMILY TWO STORY RESIDENCE.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,5590,0,2,2,2,0,2015-06-22,2015-06-22,C- CO,2,Complete,06/22/2015 12:00:00 AM,04/30/2014,04/30/2014,08/18/2014,2014-08-21,09/23/2014,06/22/2015,17,MASON BLVD,17 MASON BLVD,5159215,5061460152,Staten Island,17,MASON BOULEVARD,17 MASON BOULEVARD,5159215,5061460152,5,503,SI32,20801,31,51,,,false,,BBL geosupport,,40.5449663574931,-74.2074918379152,0101000020E61000001682D88B478D52C02C6D2575C1454440,2
420658684,New Building,APPLICATION FILED TO CONSTRUCT A NEW 32 UNIT INCOME RESTRICTED HOUSING RESIDENTIAL BUILDING WITH STORAGE FOR 16 BICYCLES.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,24776,0,32,32,0,,,,,,Withdrawn,11/18/2016 12:00:00 AM,11/18/2016,,,,,,18-12,20 AVENUE,18-12 20 AVENUE,4614983,4008940002,Queens,18-12,20 AVENUE,18-12 20 AVENUE,4000000,4008940002,4,401,QN72,105,30,22,,,false,,BBL geosupport,,40.7849290865529,-73.9145868753908,0101000020E6100000E1C96397887A52C03D366A8E78644440,2
